VARIANT:rr
SCENE:cornell-v2
1.4455,0.417292
1.0183,0.458577
0.8317,0.465839
0.7203,0.414502
0.6462,0.414894
0.5896,0.414707
0.5452,0.414606
0.5098,0.414495
0.4803,0.415205
0.4558,0.414964
0.4349,0.415618
0.4162,0.414916
0.4004,0.414343
0.3858,0.414735
0.3723,0.414687
0.3602,0.415965
0.3498,0.415827
0.3399,0.416265
0.3307,0.414784
0.3225,0.414621
0.3147,0.414559
0.3074,0.415123
0.3007,0.415171
0.2943,0.426037
0.2884,0.415151
0.2829,0.415259
0.2776,0.414776
0.2726,0.416527
0.2679,0.415651
0.2633,0.415343
0.2591,0.414944
0.2550,0.415945
0.2510,0.415912
0.2473,0.415399
0.2436,0.414770
0.2403,0.415223
0.2376,0.415100
0.2344,0.415022
0.2312,0.414580
0.2283,0.415100
0.2253,0.415375
0.2228,0.415167
0.2203,0.414721
0.2177,0.415746
0.2153,0.415355
0.2128,0.415154
0.2104,0.415112
0.2083,0.414593
0.2061,0.414466
0.2041,0.415530
0.2019,0.415885
0.2004,0.414949
0.1984,0.415712
0.1973,0.416158
0.1955,0.414515
0.1938,0.414570
0.1920,0.414903
0.1903,0.414083
0.1886,0.415096
0.1871,0.414166
0.1855,0.415377
0.1840,0.418536
0.1825,0.415437
0.1811,0.414726
0.1797,0.422747
0.1783,0.415215
0.1770,0.415270
0.1756,0.414713
0.1745,0.414803
0.1732,0.415124
0.1720,0.414902
0.1708,0.414583
0.1696,0.414817
0.1684,0.415089
0.1673,0.416488

