VARIANT:rr
SCENE:caustics
14.1736,0.044026
8.2169,0.042660
6.3680,0.042465
5.0685,0.042562
4.2834,0.042473
3.7195,0.042478
3.3715,0.042547
3.1642,0.042561
3.3244,0.042612
3.0907,0.042542
2.8845,0.042491
2.6906,0.042427
2.5338,0.042432
2.4941,0.042523
2.3760,0.042468
2.2879,0.042569
2.2324,0.042498
2.1433,0.042551
2.1044,0.042392
2.0317,0.042536
1.9628,0.042462
1.9469,0.042441
1.8861,0.042659
1.8431,0.042464
1.8152,0.042672
1.8270,0.042374
1.7801,0.042413
1.7293,0.042668
1.6872,0.042367
1.6698,0.042496
1.6543,0.042742
1.6157,0.042543
1.5989,0.042461
1.5630,0.042499
1.5291,0.042684
1.5012,0.042375
1.4717,0.042505
1.4451,0.042422
1.4398,0.042674
1.4151,0.042453
1.4030,0.042521
1.3839,0.042598
1.4009,0.042456
1.3756,0.042571
1.3534,0.042455
1.3364,0.042712
1.3161,0.042409
1.3285,0.042442
1.3087,0.042568
1.2947,0.042612
1.2751,0.042552
1.2555,0.042514
1.2439,0.042512
1.2575,0.042469
1.2666,0.042445
1.2536,0.042449
1.2444,0.042463
1.2369,0.042548
1.2238,0.042472
1.2078,0.042501
1.1927,0.042489
1.1779,0.042557
1.1775,0.042648
1.1667,0.042371
1.1567,0.042476
1.1463,0.042440
1.1342,0.042455
1.1224,0.042470
1.1120,0.042439
1.0999,0.042588
1.0897,0.042439
1.0896,0.042627
1.0797,0.042499
1.0682,0.042517
1.0615,0.042511
1.0555,0.042373
1.0447,0.042539
1.0403,0.042377
1.0379,0.042567
1.0280,0.042513
1.0181,0.042383
1.0097,0.042532
1.0017,0.042461
0.9933,0.042484
0.9851,0.042413
0.9761,0.042449
0.9766,0.042610
0.9677,0.043279
0.9609,0.042436
0.9563,0.042482
0.9493,0.042532
0.9419,0.042536
0.9395,0.042567
0.9329,0.042855
0.9364,0.042423
0.9316,0.042544
0.9246,0.042412
0.9219,0.042395
0.9255,0.042519
0.9187,0.042441
0.9109,0.042414
0.9051,0.042577
0.8989,0.042400
0.8964,0.042471
0.8902,0.042465
0.8852,0.042531
0.8793,0.042578
0.8763,0.042668
0.8698,0.042967
0.8651,0.042589
0.8626,0.042372
0.8577,0.042410
0.8531,0.042504
0.8558,0.042434
0.8538,0.042519
0.8519,0.042537
0.8483,0.042549
0.8497,0.042496
0.8441,0.042485
0.8388,0.042565
0.8353,0.042452
0.8303,0.042777
0.8317,0.042386
0.8309,0.042675
0.8266,0.042515
0.8214,0.042515
0.8160,0.042535
0.8112,0.042455
0.8083,0.042591
0.8039,0.042456
0.8000,0.042617
0.7982,0.042437
0.7952,0.042462
0.7905,0.042603
0.7918,0.042416
0.7889,0.042655
0.7850,0.042477
0.7806,0.042803
0.7773,0.042657
0.7742,0.042435
0.7762,0.042489
0.7723,0.042557
0.7739,0.042647
0.7702,0.042627
0.7673,0.042509
0.7631,0.042542
0.7597,0.042570
0.7586,0.042705
0.7557,0.042462
0.7526,0.043276
0.7499,0.042549
0.7467,0.042774
0.7431,0.042510
0.7407,0.042471
0.7458,0.042678
0.7419,0.042420
0.7386,0.042670
0.7463,0.042742
0.7425,0.042521
0.7400,0.042552
0.7380,0.042526
0.7365,0.042699
0.7341,0.042588
0.7311,0.042783
0.7290,0.042419
0.7257,0.042858
0.7234,0.042556
0.7217,0.042391
0.7188,0.042720
0.7165,0.042535
0.7134,0.042698
0.7102,0.042677
0.7077,0.043575
0.7044,0.042552
0.7020,0.042611
0.7013,0.042782
0.6987,0.042663
0.6962,0.042506
0.6937,0.042472
0.6911,0.042633
0.6885,0.042405
0.6856,0.042382
0.6830,0.042559
0.6818,0.042437
0.6807,0.042559
0.6779,0.042739
0.6753,0.042667
0.6724,0.042444
0.6699,0.042571
0.6683,0.042726
0.6664,0.042628
0.6643,0.043546
0.6650,0.042417
0.6626,0.042813
0.6604,0.042527
0.6579,0.042577
0.6559,0.042561
0.6554,0.042550
0.6528,0.042712
0.6501,0.042562

