VARIANT:mt
nan,0.193668
nan,0.192762
nan,0.192626
nan,0.191896
nan,0.192424
nan,0.192089
nan,0.192625
nan,0.192844
nan,0.192339
nan,0.214410
nan,0.191984
nan,0.193028
nan,0.192200
nan,0.191326
nan,0.191839
nan,0.192375
nan,0.192463
nan,0.192404
nan,0.192807
nan,0.191483
nan,0.192790
nan,0.192998
nan,0.192192
nan,0.192371
nan,0.192523
nan,0.191730
nan,0.194256
nan,0.192957
nan,0.192885
nan,0.192940
nan,0.192305
nan,0.193248
nan,0.192462
nan,0.192715
nan,0.193391
nan,0.192379
nan,0.192728
nan,0.192108
nan,0.192619
nan,0.192797
nan,0.192281
nan,0.192693
nan,0.191798
nan,0.191870
nan,0.192879
nan,0.191994
nan,0.192646
nan,0.192044
nan,0.193012
nan,0.193056
nan,0.192657
nan,0.192001
nan,0.191739
nan,0.191879
nan,0.192659
nan,0.194392
-nan,0.192526
nan,0.192547
nan,0.192037
nan,0.192070
-nan,0.192348
-nan,0.192580
-nan,0.192206
-nan,0.192361
-nan,0.192351
-nan,0.192798
-nan,0.193391
nan,0.193112
nan,0.192874
nan,0.192792
nan,0.191988
nan,0.191730
nan,0.191587
nan,0.191994
nan,0.193193
nan,0.192686
nan,0.191831
nan,0.192551
nan,0.191605
nan,0.192671
nan,0.194025
nan,0.193203
nan,0.192570
nan,0.192401
nan,0.192485
nan,0.192205
-nan,0.192558
-nan,0.193239
-nan,0.194376
-nan,0.191895
-nan,0.192617
-nan,0.195016
-nan,0.192468
nan,0.192744
nan,0.192855
nan,0.192274
nan,0.192413
nan,0.192044
nan,0.192998
nan,0.192001
nan,0.191705
nan,0.192029
-nan,0.192573
-nan,0.192351
-nan,0.192367
-nan,0.191819
-nan,0.192234
-nan,0.192838
-nan,0.192090
-nan,0.192924
-nan,0.192578
-nan,0.192004
-nan,0.192244
-nan,0.192838
-nan,0.192404
-nan,0.192345
-nan,0.192877
-nan,0.192666
-nan,0.192817
-nan,0.192584
-nan,0.193311
-nan,0.192314
-nan,0.192945
-nan,0.193617
-nan,0.192286
-nan,0.192313
-nan,0.192022
-nan,0.192490
-nan,0.192547
-nan,0.192735
-nan,0.192731
nan,0.191145
-nan,0.192487
-nan,0.192957
-nan,0.192253
-nan,0.192457
-nan,0.191472
-nan,0.191946
-nan,0.192140
-nan,0.191271
nan,0.192187
nan,0.192488
nan,0.192714
nan,0.192925
nan,0.192577
nan,0.192401
nan,0.193675
-nan,0.192417
-nan,0.192455
-nan,0.192240
-nan,0.192524
-nan,0.192020
-nan,0.196069
-nan,0.191860
-nan,0.192681
nan,0.194406
nan,0.192317
nan,0.192708
nan,0.191636
nan,0.191995
nan,0.192269
nan,0.192996
nan,0.192328
nan,0.191670
-nan,0.192370
-nan,0.193295
-nan,0.191818
-nan,0.192501
-nan,0.192894
-nan,0.192517
-nan,0.191989
-nan,0.193680
-nan,0.192662
-nan,0.192259
-nan,0.192326
-nan,0.192584
-nan,0.192135
-nan,0.193070
-nan,0.192023
-nan,0.192053
-nan,0.192182
-nan,0.191691
-nan,0.191968
-nan,0.192329
-nan,0.192743
-nan,0.192761
-nan,0.191936
-nan,0.192285
-nan,0.192766
nan,0.192526
nan,0.192197
nan,0.192394
nan,0.192446
nan,0.192288
nan,0.192648
nan,0.192273
nan,0.191763
nan,0.192371
-nan,0.192862
-nan,0.192300

