VARIANT:mt
nan,0.194169
nan,0.230377
nan,0.192730
nan,0.192773
nan,0.192495
nan,0.192295
nan,0.192962
nan,0.193075
nan,0.192604
nan,0.192040
nan,0.192308
nan,0.192107
nan,0.192217
nan,0.192410
nan,0.191535
nan,0.192263
nan,0.198419
nan,0.192527
nan,0.192960
nan,0.192544
nan,0.192845
nan,0.192294
nan,0.192490
nan,0.192264
nan,0.192866
nan,0.192485
nan,0.192381
nan,0.192868
nan,0.193008
nan,0.193155
nan,0.192996
nan,0.192770
nan,0.193893
nan,0.192786
nan,0.192718
nan,0.193461
nan,0.192824
nan,0.192357
nan,0.206518
nan,0.194935
nan,0.198835
nan,0.195960
nan,0.197584
nan,0.194309
nan,0.196688
nan,0.195099
nan,0.195412
nan,0.195396
nan,0.195088
nan,0.195503
nan,0.195243
nan,0.198103
nan,0.194338
nan,0.194203
nan,0.196598
nan,0.194927
-nan,0.198257
nan,0.195185
nan,0.194855
nan,0.194870
-nan,0.195385
-nan,0.194216
-nan,0.194950
-nan,0.196072
-nan,0.194857
-nan,0.195086
-nan,0.195715
nan,0.195811
nan,0.195438
nan,0.195645
nan,0.195380
nan,0.194226
nan,0.192975
nan,0.192756
nan,0.193777
nan,0.192934
nan,0.193524
nan,0.194746
nan,0.195288
nan,0.195364
nan,0.193638
nan,0.192031
nan,0.192015
nan,0.193224
nan,0.192711
nan,0.193962
-nan,0.197668
-nan,0.192936
-nan,0.193026
-nan,0.192559
-nan,0.192805
-nan,0.193439
-nan,0.193043
nan,0.193011
nan,0.192791
nan,0.192862
nan,0.192320
nan,0.192771
nan,0.193492
nan,0.193023
nan,0.192985
nan,0.193521
-nan,0.192997
-nan,0.192358
-nan,0.192947
-nan,0.192847
-nan,0.192632
-nan,0.192708
-nan,0.192499
-nan,0.193265
-nan,0.192487
-nan,0.192571
-nan,0.193108
-nan,0.193312
-nan,0.192925
-nan,0.192329
-nan,0.192978
-nan,0.192790
-nan,0.201506
-nan,0.192960
-nan,0.192842
-nan,0.192637
-nan,0.193186
-nan,0.192655
-nan,0.192398
-nan,0.193014
-nan,0.192818
-nan,0.192766
-nan,0.192869
-nan,0.193164
-nan,0.192612
nan,0.192157
-nan,0.193390
-nan,0.192487
-nan,0.192551
-nan,0.192277
-nan,0.191727
-nan,0.192526
-nan,0.192700
-nan,0.191687
nan,0.192516
nan,0.192531
nan,0.192878
nan,0.192463
nan,0.192802
nan,0.193276
nan,0.192786
-nan,0.192748
-nan,0.192549
-nan,0.192540
-nan,0.192350
-nan,0.193428
-nan,0.192703
-nan,0.193357
-nan,0.192633
nan,0.192510
nan,0.191970
nan,0.192612
nan,0.192162
nan,0.193353
nan,0.193087
nan,0.195082
nan,0.192787
nan,0.192928
-nan,0.191948
-nan,0.192562
-nan,0.192285
-nan,0.193300
-nan,0.192728
-nan,0.193099
-nan,0.192019
-nan,0.192464
-nan,0.192931
-nan,0.192958
-nan,0.192517
-nan,0.192739
-nan,0.193256
-nan,0.193328
-nan,0.192528
-nan,0.192806
-nan,0.191853
-nan,0.191977
-nan,0.192311
-nan,0.192761
-nan,0.192929
-nan,0.193124
-nan,0.191895
-nan,0.192699
-nan,0.193024
nan,0.192933
nan,0.193056
nan,0.192508
nan,0.192749
nan,0.194362
nan,0.192796
nan,0.192293
nan,0.192450
nan,0.193079
-nan,0.192926
-nan,0.192233

